"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051249","GO:0051249","regulation of lymphocyte activation","172/3670","485/18670",1.21803089100699e-16,7.0601499646005e-14,5.4211116498311e-14,"ATM/RIPOR2/GNRH1/CAMK4/JAK3/TESPA1/LILRB1/FANCD2/PTPN6/CORO1A/ADORA2A/ANXA1/ATAD5/ABL1/PRKAR1A/CD19/ZBTB1/CARD11/LAT/DOCK8/BTLA/BTK/RASAL3/CCDC88B/VNN1/CR1/CLECL1/GRAP2/SASH3/ZMIZ1/KLRK1/PAG1/RHOA/BANK1/FCRL3/LCK/CD300A/PIK3R1/SIRPG/IL12RB1/INPP5D/CD22/TAC1/PTPRC/IL7/INHBA/FANCA/IL23A/LAX1/CSK/SPN/PTPN11/TMEM131L/TNFSF14/RAC1/SDC4/VAV1/PDCD1/ZAP70/BTN2A2/SIT1/IL27RA/SHLD3/CASP3/TNFSF4/DUSP3/CDC42/AP3B1/TMIGD2/ERBB2/CD40LG/TNFSF11/IL12A/CD6/SIRPB1/CD40/ADAM8/HLA-F/CGAS/MYB/CLCF1/MIR17HG/LST1/IL4R/CD2/HMGB3/ICOS/PRNP/TNFSF13B/CCR7/CD55/RAC2/NOD2/NCKAP1L/CLEC4G/MALT1/CTLA4/TIGIT/TLR9/TNFAIP8L2/LAMP1/CD3E/IKZF3/CD274/FOXN1/CLPTM1/IL4/RASGRP1/PCID2/ZC3H8/MPL/IRF4/THOC1/NFAM1/LGALS9/CD27/PYCARD/PPP2R3C/IGLL5/FCGR2B/PRDX2/MNDA/SH3RF1/HLX/TNFRSF13C/FOXP3/TOX/TNFRSF14/ATP11C/SELENOK/APLF/SLAMF8/FLT3LG/RUNX3/CCL19/MZB1/CTNNB1/TBX21/SLC46A2/PTPN22/IGF1/GSN/IL1B/SOD1/CD83/GATA3/YES1/ADA/IL18/TWSG1/CAV1/SUPT6H/TFRC/HHLA2/TNFRSF1B/IL6R/PDE5A/IL7R/CD80/ARG2/PLA2G2D/CD28/TNFAIP3/PGLYRP2/RARA/CD70/TNFSF8/HLA-DOA/ZBTB7B/TNFRSF13B/IFNG/HLA-DMB",172
"GO:0046651","GO:0046651","lymphocyte proliferation","111/3670","272/18670",6.04320910770605e-16,3.21095843922782e-13,2.46552329473165e-13,"ATM/GNRH1/JAK3/LILRB1/PTPN6/CORO1A/ANXA1/MSN/ATAD5/ABL1/PRKAR1A/CD19/CARD11/GAPT/DOCK8/HELLS/BTK/RASAL3/MS4A1/CCDC88B/CLECL1/SASH3/FCRL3/NCSTN/CD300A/IL12RB1/INPP5D/CD22/DOCK2/TAC1/PTPRC/IL7/IL23A/SPN/TMEM131L/TNFSF14/PURA/IMPDH1/BTN3A1/SDC4/ZAP70/BTN2A2/CASP3/TNFSF4/TMIGD2/ERBB2/P2RX7/CD40LG/IL12A/CD6/CD180/CD40/CLCF1/LST1/PRNP/TNFSF13B/CD55/RAC2/NCKAP1L/CLEC4G/CR2/MALT1/HPRT1/CTLA4/TLR9/PRKCD/CD3E/IKZF3/CD274/LEF1/IL4/MPL/CD79A/LGALS9/PYCARD/FCGR2B/PRDX2/MNDA/SH3RF1/TNFRSF13C/FOXP3/TNFRSF14/SELENOK/FLT3LG/CCL19/MZB1/CTNNB1/PTPN22/IGF1/IL1B/PIK3CG/ADA/IL18/ELF4/TWSG1/TFRC/HHLA2/TNFRSF1B/IL6R/PDE5A/IL7R/CD80/ARG2/PLA2G2D/CD28/CD70/TNFSF8/IFNE/ZBTB7B/TNFRSF13B/HLA-DMB",111
"GO:1903037","GO:1903037","regulation of leukocyte cell-cell adhesion","120/3670","304/18670",7.87954661601812e-16,3.86461455567165e-13,2.96743087539273e-13,"RIPOR2/GNRH1/JAK3/TESPA1/LILRB1/PTPN6/CORO1A/ADORA2A/ANXA1/PRKAR1A/ZBTB1/CARD11/DOCK8/BTLA/RASAL3/CCDC88B/VNN1/CLECL1/GRAP2/SASH3/ZMIZ1/KLRK1/PAG1/RHOA/LCK/CD300A/PIK3R1/SIRPG/IL12RB1/PTPRC/IL7/IL23A/LAX1/CSK/SPN/PTPN11/TMEM131L/TNFSF14/RAC1/SDC4/VAV1/PDCD1/ZAP70/TNF/BTN2A2/CASP3/TNFSF4/DUSP3/CDC42/AP3B1/TMIGD2/ERBB2/CD40LG/TNFSF11/IL12A/CD6/SIRPB1/ITGA4/ADAM8/MYB/IL4R/ICOS/PRNP/TNFSF13B/CCR7/CD55/NOD2/NCKAP1L/CLEC4G/MALT1/CTLA4/TIGIT/TNFAIP8L2/ADTRP/CD3E/CD274/IL4/RASGRP1/ZC3H8/SKAP1/LGALS9/ASS1/CD27/PYCARD/FCGR2B/PRDX2/HLX/TNFRSF13C/FOXP3/TNFRSF14/SELENOK/RUNX3/CCL19/TBX21/ITGB2/PTPN22/IGF1/IL1B/CD83/GATA3/YES1/ADA/IL18/TWSG1/CAV1/TFRC/HHLA2/IL6R/PDE5A/IL7R/CD80/ARG2/NFAT5/PLA2G2D/CD28/RARA/CD70/ZBTB7B/IFNG/HLA-DMB",120
"GO:0070661","GO:0070661","leukocyte proliferation","118/3670","298/18670",1.04679390784478e-15,4.76450456470465e-13,3.65840829598516e-13,"ATM/GNRH1/JAK3/LILRB1/NPR3/PTPN6/CORO1A/ANXA1/MSN/ATAD5/ABL1/PRKAR1A/CD19/CARD11/GAPT/DOCK8/HELLS/BTK/RASAL3/MS4A1/CCDC88B/CLECL1/SASH3/GSTP1/FCRL3/NCSTN/CD300A/IL12RB1/INPP5D/CD22/DOCK2/TAC1/PTPRC/IL7/IL23A/SPN/TMEM131L/TNFSF14/PURA/IMPDH1/BTN3A1/SDC4/TCIRG1/ZAP70/BTN2A2/CASP3/TNFSF4/TMIGD2/ERBB2/P2RX7/CD40LG/TNFSF11/IL12A/CD6/CD180/CD40/CLCF1/LST1/PRNP/TNFSF13B/CD55/RAC2/NCKAP1L/CLEC4G/CR2/MALT1/F2RL1/HPRT1/CTLA4/TLR9/PRKCD/CD3E/IKZF3/CD274/LEF1/IL4/MPL/CD79A/LGALS9/PYCARD/FCGR2B/PRDX2/MNDA/SH3RF1/TNFRSF13C/FOXP3/TNFRSF14/SELENOK/FLT3LG/CCL19/MZB1/CTNNB1/PTPN22/IGF1/IL1B/PIK3CG/ADA/IL18/ELF4/TWSG1/TFRC/HHLA2/TNFRSF1B/IL6R/PDE5A/IL7R/CD80/ARG2/PLA2G2D/CD28/TNFAIP3/CD70/TNFSF8/IFNE/ZBTB7B/TNFRSF13B/HLA-DMB/CLU",118
"GO:0032943","GO:0032943","mononuclear cell proliferation","111/3670","274/18670",1.120884072625e-15,4.76450456470465e-13,3.65840829598516e-13,"ATM/GNRH1/JAK3/LILRB1/PTPN6/CORO1A/ANXA1/MSN/ATAD5/ABL1/PRKAR1A/CD19/CARD11/GAPT/DOCK8/HELLS/BTK/RASAL3/MS4A1/CCDC88B/CLECL1/SASH3/FCRL3/NCSTN/CD300A/IL12RB1/INPP5D/CD22/DOCK2/TAC1/PTPRC/IL7/IL23A/SPN/TMEM131L/TNFSF14/PURA/IMPDH1/BTN3A1/SDC4/ZAP70/BTN2A2/CASP3/TNFSF4/TMIGD2/ERBB2/P2RX7/CD40LG/IL12A/CD6/CD180/CD40/CLCF1/LST1/PRNP/TNFSF13B/CD55/RAC2/NCKAP1L/CLEC4G/CR2/MALT1/HPRT1/CTLA4/TLR9/PRKCD/CD3E/IKZF3/CD274/LEF1/IL4/MPL/CD79A/LGALS9/PYCARD/FCGR2B/PRDX2/MNDA/SH3RF1/TNFRSF13C/FOXP3/TNFRSF14/SELENOK/FLT3LG/CCL19/MZB1/CTNNB1/PTPN22/IGF1/IL1B/PIK3CG/ADA/IL18/ELF4/TWSG1/TFRC/HHLA2/TNFRSF1B/IL6R/PDE5A/IL7R/CD80/ARG2/PLA2G2D/CD28/CD70/TNFSF8/IFNE/ZBTB7B/TNFRSF13B/HLA-DMB",111
"GO:0010389","GO:0010389","regulation of G2/M transition of mitotic cell cycle","87/3670","196/18670",2.39492458618661e-15,9.54377447595363e-13,7.32815411207494e-13,"ATM/PLK1/AURKB/CNTRL/RAB11A/CENPF/PRKACA/DYNC1I2/NEK2/PSMD1/CEP135/CEP250/PSMC3/HMMR/PSMB2/PSMD14/HAUS5/PSMC2/YWHAG/MAPRE1/PSMD2/DCTN2/DONSON/BLM/PSMA3/ZFYVE19/PSMC1/PSMD3/PSME3/YWHAE/PSMC4/PPP2R1A/PSMD8/APP/TUBB4B/PSMA1/HAUS3/PSMB6/KIF14/OFD1/PSMA6/HAUS6/PSMA2/HUS1B/PSMB5/PSMD7/SFI1/CDC25C/PSMB8/PLK4/CDK1/PRKAR2B/TPX2/SKP1/MIIP/SIN3A/TICRR/FGFR1OP/ORC1/PAFAH1B1/PSMB1/PSMC5/PSMA7/PBX1/TUBB/CLSPN/CDC6/TOPBP1/PSMF1/RAD51B/DYNC1H1/AURKA/CETN2/PSMB7/TAOK1/PSMD11/DCTN1/MECP2/CEP76/PSMB4/GPR132/FBXO5/PSMA4/ACTR1A/CCNB1/RCC2/PSMA5",87
"GO:1902749","GO:1902749","regulation of cell cycle G2/M phase transition","91/3670","213/18670",9.58182310193529e-15,3.59374729987879e-12,2.75944639300935e-12,"ATM/PLK1/AURKB/CNTRL/RAB11A/CENPF/PRKACA/DYNC1I2/ATAD5/NEK2/PSMD1/CEP135/CEP250/PSMC3/HMMR/PSMB2/PSMD14/HAUS5/PSMC2/YWHAG/MAPRE1/GTSE1/PSMD2/DCTN2/DONSON/BLM/PSMA3/ZFYVE19/PSMC1/PSMD3/PSME3/YWHAE/PSMC4/PPP2R1A/PSMD8/APP/TUBB4B/PSMA1/HAUS3/PSMB6/KIF14/OFD1/PSMA6/HAUS6/PSMA2/HUS1B/PSMB5/PSMD7/SFI1/CDC25C/PSMB8/PLK4/CDK1/MACROH2A1/PRKAR2B/TPX2/SKP1/MIIP/SIN3A/TICRR/FGFR1OP/ORC1/CHEK1/PAFAH1B1/PSMB1/PSMC5/PSMA7/PBX1/TUBB/CLSPN/CDC6/TOPBP1/PSMF1/RAD51B/DYNC1H1/AURKA/CETN2/PSMB7/TAOK1/PSMD11/DCTN1/MECP2/CEP76/PSMB4/GPR132/FBXO5/PSMA4/ACTR1A/CCNB1/RCC2/PSMA5",91
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion","92/3670","218/18670",1.68586566788301e-14,5.76107877213367e-12,4.42362434279762e-12,"JAK3/TESPA1/LILRB1/PTPN6/CORO1A/ANXA1/ZBTB1/CARD11/DOCK8/BTLA/RASAL3/CCDC88B/VNN1/CLECL1/GRAP2/SASH3/ZMIZ1/KLRK1/RHOA/LCK/PIK3R1/SIRPG/IL12RB1/PTPRC/IL7/IL23A/CSK/PTPN11/TNFSF14/RAC1/VAV1/PDCD1/ZAP70/TNF/BTN2A2/TNFSF4/CDC42/AP3B1/TMIGD2/CD40LG/TNFSF11/IL12A/CD6/SIRPB1/ITGA4/ADAM8/MYB/IL4R/ICOS/TNFSF13B/CCR7/CD55/NOD2/NCKAP1L/MALT1/CTLA4/CD3E/CD274/IL4/RASGRP1/SKAP1/LGALS9/CD27/PYCARD/HLX/TNFRSF13C/FOXP3/TNFRSF14/SELENOK/RUNX3/CCL19/ITGB2/IGF1/IL1B/CD83/GATA3/YES1/ADA/IL18/CAV1/TFRC/HHLA2/IL6R/IL7R/CD80/NFAT5/CD28/RARA/CD70/ZBTB7B/IFNG/HLA-DMB",92
"GO:0045619","GO:0045619","regulation of lymphocyte differentiation","77/3670","169/18670",1.7167581033648e-14,5.76107877213367e-12,4.42362434279762e-12,"CAMK4/JAK3/TESPA1/FANCD2/PTPN6/ANXA1/ABL1/ZBTB1/CARD11/BTK/VNN1/CR1/SASH3/ZMIZ1/RHOA/FCRL3/IL12RB1/INPP5D/PTPRC/IL7/INHBA/FANCA/IL23A/TMEM131L/ZAP70/BTN2A2/TNFSF4/AP3B1/ERBB2/IL12A/ADAM8/MYB/MIR17HG/IL4R/CD2/HMGB3/NCKAP1L/MALT1/CTLA4/TLR9/IKZF3/FOXN1/CLPTM1/IL4/RASGRP1/PCID2/ZC3H8/IRF4/NFAM1/LGALS9/CD27/PPP2R3C/PRDX2/SH3RF1/HLX/FOXP3/TOX/ATP11C/SLAMF8/FLT3LG/RUNX3/CCL19/TBX21/SLC46A2/SOD1/CD83/GATA3/ADA/IL18/IL7R/CD80/CD28/PGLYRP2/RARA/HLA-DOA/ZBTB7B/IFNG",77
"GO:0050870","GO:0050870","positive regulation of T cell activation","87/3670","202/18670",2.09153497948479e-14,6.66781351459752e-12,5.11985746820199e-12,"JAK3/TESPA1/LILRB1/PTPN6/CORO1A/ANXA1/ZBTB1/CARD11/DOCK8/BTLA/RASAL3/CCDC88B/VNN1/CLECL1/GRAP2/SASH3/ZMIZ1/KLRK1/RHOA/LCK/PIK3R1/SIRPG/IL12RB1/PTPRC/IL7/IL23A/CSK/PTPN11/TNFSF14/RAC1/VAV1/PDCD1/ZAP70/BTN2A2/TNFSF4/CDC42/AP3B1/TMIGD2/CD40LG/TNFSF11/IL12A/CD6/SIRPB1/ADAM8/MYB/IL4R/ICOS/TNFSF13B/CCR7/CD55/NOD2/NCKAP1L/MALT1/CTLA4/CD3E/CD274/IL4/RASGRP1/LGALS9/CD27/PYCARD/HLX/TNFRSF13C/FOXP3/TNFRSF14/SELENOK/RUNX3/CCL19/IGF1/IL1B/CD83/GATA3/YES1/ADA/IL18/CAV1/TFRC/HHLA2/IL6R/IL7R/CD80/CD28/RARA/CD70/ZBTB7B/IFNG/HLA-DMB",87
"GO:0000086","GO:0000086","G2/M transition of mitotic cell cycle","100/3670","247/18670",3.05439098372456e-14,9.27371281534658e-12,7.12078820315937e-12,"CCNA2/ATM/PLK1/AURKB/FOXM1/CNTRL/CCNB2/RAB11A/CENPF/PRKACA/DYNC1I2/NEK2/PSMD1/CEP135/CEP250/PSMC3/HMMR/PSMB2/PPME1/PSMD14/HAUS5/PSMC2/YWHAG/MAPRE1/PSMD2/DCTN2/MELK/DONSON/CHEK2/BLM/PSMA3/ZFYVE19/PSMC1/PSMD3/PSME3/YWHAE/PKMYT1/PSMC4/PPP2R1A/PSMD8/APP/TUBB4B/PSMA1/HAUS3/PSMB6/KIF14/OFD1/PSMA6/HAUS6/BORA/PSMA2/HUS1B/PSMB5/PSMD7/SFI1/CDC25C/PSMB8/PLK4/CDK1/PRKAR2B/SKP2/ENSA/TPX2/SKP1/MIIP/SIN3A/TICRR/FGFR1OP/ORC1/PAFAH1B1/PSMB1/PPP2R2A/PSMC5/PSMA7/PBX1/TUBB/ARPP19/CLSPN/TPD52L1/CDC6/TOPBP1/PSMF1/RAD51B/DYNC1H1/AURKA/CETN2/PSMB7/TAOK1/PSMD11/DCTN1/MECP2/CEP76/PSMB4/GPR132/FBXO5/PSMA4/ACTR1A/CCNB1/RCC2/PSMA5",100
"GO:0019882","GO:0019882","antigen processing and presentation","93/3670","226/18670",7.60574553585713e-14,2.20428334257387e-11,1.69255131518045e-11,"RAB7A/DYNC1I2/WAS/RAB10/PSMD1/SEC24D/HLA-DOB/PSMC3/CLTC/PSMB2/PSMD14/PSMC2/LGMN/KIF15/PSMD2/DCTN2/ARF1/CALR/PSMA3/SEC23A/PSMC1/NCF1/PSMD3/AP1M2/BCAP31/SEC31A/KIF4A/PSME3/ACTR10/PDIA3/NCF4/PSMC4/CENPE/RAB34/PSMD8/AP3B1/PSMA1/PSMB6/AP2M1/DYNC1I1/DYNC1LI2/PSMA6/CYBB/PSMA2/RAB6A/HLA-F/IKBKB/RACGAP1/CAPZB/ITGAV/PSMB5/CCR7/MARCHF1/PSMD7/NOD2/KIF11/AP1S3/PSMB8/DYNC1LI1/CAPZA2/CTSH/AP2B1/CTSL/RAB5B/SEC24A/PSMB1/NCF2/CD1C/PSMC5/AP1S2/PSMA7/KIF2C/PYCARD/TAP1/FCGR2B/PSMF1/SEC13/DYNC1H1/CCL19/CHUK/DCTN5/PSMB7/PSMD11/DCTN1/PSMB4/HLA-DOA/RFTN1/PSMA4/TAP2/ACTR1A/HLA-DMB/PSMA5/TAPBPL",93
"GO:0045088","GO:0045088","regulation of innate immune response","155/3670","452/18670",1.02714817416553e-13,2.84743337325192e-11,2.18639183434502e-11,"AIM2/NLRC3/LILRB1/TLR6/TLR10/PTPN6/NECTIN2/XRCC6/RNASEL/PRKACA/UFD1/CARD11/PSMD1/SLAMF6/BIRC3/PSMC3/BTK/PSMB2/TXK/PSMD14/CR1/PSMC2/LGMN/PLCG2/ICAM3/KLRK1/PSMD2/FCRL3/TREML2/XRCC5/SH2D1B/CD300A/PSMA3/PSMC1/PSMD3/PUM1/NLRC5/ARRB2/CASP8/PTPN11/PSME3/PVR/VAV1/PSMC4/TLR1/ITGAM/PSMD8/RNF125/LILRA4/PSMA1/PSMB6/IL12A/CD96/UNC93B1/COCH/PSMA6/GFI1/RBM14/PSMA2/ADAM8/TLR5/HLA-F/IKBKB/CGAS/NCR3/DAB2IP/PSMB5/HMGB3/PSMD7/IRAK4/ALPK1/CRK/NOD2/NR1H3/CTSB/ZBP1/MALT1/F2RL1/PSMB8/DHX9/PYHIN1/RAF1/TLR9/PRKCD/MICB/LAMP1/SKP1/DHX58/PJA2/SIN3A/CTSL/LY96/TRAF3/PSMB1/PSMC5/UBQLN1/RASGRP1/CADM1/PSMA7/IRF4/PARP14/SERPINB9/LGALS9/FCN1/PYCARD/MAPKAPK3/FCGR2B/NCR1/MNDA/NR1H2/PIK3AP1/LILRA2/PSMF1/SLAMF8/TLR7/CARD9/CHUK/FGR/ITGB2/PTPN22/CRTAM/KRAS/CD300LF/IRF7/BIRC2/MUC17/PSMB7/PSMD11/OTULIN/FFAR2/INAVA/HCK/UBE2D2/TLR2/NMI/SMPDL3B/GBP5/HSP90B1/CAV1/MUC19/POLR3B/CLEC10A/TNFAIP3/PSMB4/PGLYRP2/TRAFD1/RFTN1/RTN4/PSMA4/IFNG/PARP9/RPS19/CREBBP/PSMA5/FAM3A",155
"GO:0044839","GO:0044839","cell cycle G2/M phase transition","104/3670","266/18670",1.37022485575013e-13,3.64023070010952e-11,2.79513851056748e-11,"CCNA2/ATM/PLK1/AURKB/FOXM1/CNTRL/CCNB2/RAB11A/CENPF/PRKACA/DYNC1I2/ATAD5/NEK2/PSMD1/CEP135/CEP250/PSMC3/HMMR/PSMB2/PPME1/PSMD14/HAUS5/PSMC2/YWHAG/MAPRE1/GTSE1/PSMD2/DCTN2/MELK/DONSON/CHEK2/BLM/PSMA3/ZFYVE19/PSMC1/PSMD3/PSME3/YWHAE/PKMYT1/PSMC4/PPP2R1A/PSMD8/APP/TUBB4B/PSMA1/HAUS3/PSMB6/KIF14/OFD1/PSMA6/HAUS6/BORA/PSMA2/HUS1B/PSMB5/PSMD7/SFI1/CDC25C/PSMB8/PLK4/CDK1/MACROH2A1/PRKAR2B/SKP2/ENSA/TPX2/SKP1/MIIP/SIN3A/TICRR/FGFR1OP/ORC1/CHEK1/PAFAH1B1/PSMB1/PPP2R2A/PSMC5/PSMA7/PBX1/TUBB/ARPP19/CLSPN/TPD52L1/CDC6/TOPBP1/PSMF1/RAD51B/DYNC1H1/AURKA/CETN2/PSMB7/TAOK1/PSMD11/DCTN1/MECP2/CEP76/PSMB4/GPR132/FBXO5/PSMA4/ACTR1A/CCNB1/RCC2/PSMA5",104
"GO:0002478","GO:0002478","antigen processing and presentation of exogenous peptide antigen","77/3670","175/18670",1.67569186163783e-13,4.27368452392111e-11,3.28153383093791e-11,"RAB7A/DYNC1I2/PSMD1/SEC24D/HLA-DOB/PSMC3/CLTC/PSMB2/PSMD14/PSMC2/LGMN/KIF15/PSMD2/DCTN2/ARF1/CALR/PSMA3/SEC23A/PSMC1/NCF1/PSMD3/AP1M2/SEC31A/KIF4A/PSME3/ACTR10/PDIA3/NCF4/PSMC4/CENPE/PSMD8/PSMA1/PSMB6/AP2M1/DYNC1I1/DYNC1LI2/PSMA6/CYBB/PSMA2/HLA-F/IKBKB/RACGAP1/CAPZB/ITGAV/PSMB5/PSMD7/KIF11/AP1S3/PSMB8/DYNC1LI1/CAPZA2/AP2B1/CTSL/SEC24A/PSMB1/NCF2/PSMC5/AP1S2/PSMA7/KIF2C/TAP1/FCGR2B/PSMF1/SEC13/DYNC1H1/CHUK/DCTN5/PSMB7/PSMD11/DCTN1/PSMB4/HLA-DOA/PSMA4/TAP2/ACTR1A/HLA-DMB/PSMA5",77
"GO:0019884","GO:0019884","antigen processing and presentation of exogenous antigen","79/3670","182/18670",1.97372291070154e-13,4.84017587639732e-11,3.71651225006999e-11,"RAB7A/DYNC1I2/PSMD1/SEC24D/HLA-DOB/PSMC3/CLTC/PSMB2/PSMD14/PSMC2/LGMN/KIF15/PSMD2/DCTN2/ARF1/CALR/PSMA3/SEC23A/PSMC1/NCF1/PSMD3/AP1M2/SEC31A/KIF4A/PSME3/ACTR10/PDIA3/NCF4/PSMC4/CENPE/PSMD8/AP3B1/PSMA1/PSMB6/AP2M1/DYNC1I1/DYNC1LI2/PSMA6/CYBB/PSMA2/HLA-F/IKBKB/RACGAP1/CAPZB/ITGAV/PSMB5/PSMD7/KIF11/AP1S3/PSMB8/DYNC1LI1/CAPZA2/AP2B1/CTSL/SEC24A/PSMB1/NCF2/CD1C/PSMC5/AP1S2/PSMA7/KIF2C/TAP1/FCGR2B/PSMF1/SEC13/DYNC1H1/CHUK/DCTN5/PSMB7/PSMD11/DCTN1/PSMB4/HLA-DOA/PSMA4/TAP2/ACTR1A/HLA-DMB/PSMA5",79
"GO:0048002","GO:0048002","antigen processing and presentation of peptide antigen","81/3670","189/18670",2.26972671921986e-13,5.35991761546141e-11,4.11559414077644e-11,"RAB7A/DYNC1I2/PSMD1/SEC24D/HLA-DOB/PSMC3/CLTC/PSMB2/PSMD14/PSMC2/LGMN/KIF15/PSMD2/DCTN2/ARF1/CALR/PSMA3/SEC23A/PSMC1/NCF1/PSMD3/AP1M2/BCAP31/SEC31A/KIF4A/PSME3/ACTR10/PDIA3/NCF4/PSMC4/CENPE/PSMD8/PSMA1/PSMB6/AP2M1/DYNC1I1/DYNC1LI2/PSMA6/CYBB/PSMA2/HLA-F/IKBKB/RACGAP1/CAPZB/ITGAV/PSMB5/MARCHF1/PSMD7/KIF11/AP1S3/PSMB8/DYNC1LI1/CAPZA2/AP2B1/CTSL/SEC24A/PSMB1/NCF2/PSMC5/AP1S2/PSMA7/KIF2C/PYCARD/TAP1/FCGR2B/PSMF1/SEC13/DYNC1H1/CHUK/DCTN5/PSMB7/PSMD11/DCTN1/PSMB4/HLA-DOA/PSMA4/TAP2/ACTR1A/HLA-DMB/PSMA5/TAPBPL",81
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","105/3670","272/18670",2.73245223876854e-13,6.22218409799579e-11,4.77768246710995e-11,"CAMK4/JAK3/TESPA1/LILRB1/FANCD2/PTPN6/ANXA1/ABL1/ZBTB1/CARD11/BTK/VNN1/CR1/SASH3/EVI2B/ATP6AP1/ZMIZ1/RHOA/FCRL3/HCLS1/PIK3R1/IL12RB1/INPP5D/PTPRC/IL7/INHBA/FANCA/IL23A/CASP8/TMEM131L/ZAP70/TNF/BTN2A2/TNFSF4/AP3B1/ERBB2/TOB2/TNFSF11/IL12A/ADAM8/MYB/TRIB1/MIR17HG/GPR55/IL4R/CD2/HMGB3/CARTPT/TMEM64/NCKAP1L/MALT1/TFE3/CTLA4/TLR9/POU4F1/IKZF3/FOXN1/CLPTM1/LEF1/IL4/RASGRP1/PCID2/ZC3H8/IRF4/NFAM1/FBXW7/LGALS9/CD27/PPP2R3C/FCGR2B/PRDX2/SH3RF1/HLX/FOXP3/TOX/ATP11C/BGLAP/SLAMF8/FLT3LG/RUNX3/ADIPOQ/CCL19/CTNNB1/TBX21/SLC46A2/SOD1/TCTA/IRF7/CD83/GATA3/ADA/CTNNBIP1/IL18/CREB1/IL7R/CD80/TMEM176A/CD28/PGLYRP2/FBN1/RARA/HLA-DOA/ZBTB7B/NF1/IFNG",105
"GO:0045089","GO:0045089","positive regulation of innate immune response","134/3670","381/18670",6.03020750414879e-13,1.32581389815354e-10,1.01802160079114e-10,"AIM2/TLR6/TLR10/NECTIN2/XRCC6/PRKACA/UFD1/CARD11/PSMD1/SLAMF6/BIRC3/PSMC3/BTK/PSMB2/TXK/PSMD14/PSMC2/LGMN/PLCG2/ICAM3/KLRK1/PSMD2/FCRL3/XRCC5/SH2D1B/CD300A/PSMA3/PSMC1/PSMD3/PUM1/NLRC5/ARRB2/CASP8/PSME3/PVR/VAV1/PSMC4/TLR1/ITGAM/PSMD8/RNF125/LILRA4/PSMA1/PSMB6/IL12A/UNC93B1/COCH/PSMA6/GFI1/RBM14/PSMA2/ADAM8/TLR5/HLA-F/IKBKB/CGAS/NCR3/DAB2IP/PSMB5/HMGB3/PSMD7/IRAK4/ALPK1/NOD2/NR1H3/CTSB/ZBP1/MALT1/F2RL1/PSMB8/DHX9/PYHIN1/RAF1/TLR9/PRKCD/MICB/LAMP1/SKP1/DHX58/PJA2/SIN3A/CTSL/LY96/TRAF3/PSMB1/PSMC5/UBQLN1/RASGRP1/CADM1/PSMA7/IRF4/FCN1/PYCARD/MAPKAPK3/MNDA/PIK3AP1/LILRA2/PSMF1/TLR7/CARD9/CHUK/ITGB2/PTPN22/CRTAM/KRAS/CD300LF/IRF7/BIRC2/MUC17/PSMB7/PSMD11/OTULIN/FFAR2/INAVA/HCK/UBE2D2/TLR2/SMPDL3B/GBP5/HSP90B1/CAV1/MUC19/POLR3B/CLEC10A/TNFAIP3/PSMB4/PGLYRP2/RFTN1/RTN4/PSMA4/PARP9/RPS19/CREBBP/PSMA5",134
"GO:1903706","GO:1903706","regulation of hemopoiesis","158/3670","475/18670",1.02125921792809e-12,2.17051625783651e-10,1.66662337634511e-10,"HIF1A/CAMK4/JAK3/TESPA1/LILRB1/FANCD2/PTPN6/PRKCB/ANXA1/ABL1/ZBTB1/CARD11/PSMD1/PSMC3/BTK/PSMB2/PSMD14/VNN1/CR1/PSMC2/SASH3/EVI2B/ATP6AP1/ZMIZ1/PTK2B/RHOA/PSMD2/TP73/FCRL3/HCLS1/PIK3R1/IL12RB1/SMAP1/PAF1/INPP5D/PTPRC/PSMA3/IL7/EIF6/INHBA/FANCA/IL23A/PSMC1/PSMD3/CASP8/PSME3/TMEM131L/WDR61/PSMC4/ZAP70/TNF/BTN2A2/PSMD8/TNFSF4/AP3B1/ERBB2/TOB2/PSMA1/PSMB6/TNFSF11/IL12A/PSMA6/HSPA9/PSMA2/ADAM8/MYB/TRIB1/MIR17HG/STAT3/CDC73/GPR55/PSMB5/IL4R/CD2/HMGB3/CARTPT/TMEM64/PSMD7/DHX36/NCKAP1L/MALT1/TFE3/PSMB8/CTLA4/MIXL1/TLR9/MYL9/SIN3A/POU4F1/IKZF3/FOXN1/CLPTM1/KMT2C/LEF1/IL4/PSMB1/PSMC5/SPI1/RASGRP1/PCID2/ZC3H8/PSMA7/MPL/IRF4/NFAM1/FBXW7/LGALS9/CD27/PPP2R3C/FCGR2B/PRDX2/SH3RF1/HLX/KMT2D/FOXP3/TOX/ATP11C/BGLAP/GP1BA/PSMF1/SLAMF8/FLT3LG/RUNX3/ADIPOQ/CCL19/CTNNB1/TBX21/SLC46A2/SOD1/YAP1/TCF3/TCTA/IRF7/PSMB7/AGO4/PSMD11/CD83/GATA3/ADA/CTNNBIP1/IL18/CREB1/IL7R/CD80/TMEM176A/CD28/PSMB4/PGLYRP2/FBN1/RARA/CSF3R/HLA-DOA/PSMA4/ZBTB7B/NF1/IFNG/CREBBP/PSMA5",158
